"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
-0.287575141741694,0.964624143011294,0.633453584603839,0.959498923380589,1.50902497494619,0.949533715184712,0.930078549425536,3.38963731648008,1.84163306829768,5.54679406539796,-0.0717400077114283,-13.7095503452602,-26.3977984447681,-59.7421639389565,-116.152116614086,-323.778041787344,-296.455349950433,-114.742615416872,-303.27447845889,-258.446069149097
0.281929816058309,0.143808170468404,0.995093064248111,0.6666290296276,0.235098918942123,2.39232050905742,1.50132962900182,4.65549040217218,6.19224763410079,6.78480115402368,12.5557761726636,2.25594581600185,-7.7682376013053,-35.9955804029966,-96.012731935417,-293.840325862436,-271.994999493236,-100.745887805169,-286.978277665642,-229.605832137588
0.932474525625248,1.96975568848563,1.19743004909228,1.42101040755488,0.309228195211157,4.21463937482958,-0.0514410533961964,4.9539080164721,9.28463519451427,8.61499423300579,23.1639969901926,20.6678743613136,16.4249619848186,-0.987811223922204,-51.7817510014779,-211.461099436952,-208.486999300426,-70.4112108006008,-225.527014071388,-164.924298556144
0.681484482810353,1.22137171068838,-0.353954209415815,1.08853107574233,-0.948347940821972,5.43084795633548,0.18958234275218,6.7876423441846,14.5251302923481,13.3748393143127,31.694752973352,41.5574176427925,42.6869962424585,43.6098323791531,12.5575614091095,-75.8279862909384,-102.768053768392,-25.2029700971036,-118.377941201199,-58.610734554023
-1.03728453863786,1.79868100848307,-0.592845896429439,-0.126522038772209,-0.0808127931616971,4.5568634435637,-0.739890354387945,9.57734622243462,14.7158486666887,18.0461600720917,42.2007092870173,60.7304475514466,74.8812534903815,94.3584614459602,94.6063258116017,105.298462397354,53.8483231073413,42.2701655953693,41.3848399198929,90.8291903309124
0.433595716284588,0.498414133721093,-0.289577650928459,-1.75182217509555,-1.85035007585365,2.45497405632364,-0.784863973989449,6.97667510579655,15.9474959552643,19.6155681206931,53.9850085986133,83.0584056394518,109.440306986138,149.865038809561,185.728108142895,333.525922246453,248.49370654978,124.123826351523,239.969491374907,274.760213493249
-0.0299901396604755,-0.245000051488286,-2.12599977542508,-0.763245000459479,-0.568196391531337,1.05941132506401,-2.92249304189279,4.3882979082711,14.4298881695628,15.8110682899458,55.7062693337442,94.5671316601691,136.97015354631,204.814679096283,285.312606976119,587.993601478027,472.649609533318,214.676359700795,466.110320256847,479.15359672011
-1.05216468776518,-0.561740692968868,-1.17831529519247,0.274389752937589,-0.163095403666822,1.75364609154588,-1.94441152175625,0.576446407992402,7.45780870624873,8.1507440041606,49.5162217146821,94.7104153227956,150.760118540138,241.653953315602,371.220290049469,836.370802307831,696.563547148777,296.940486195625,697.410881213455,675.289862730729
0.139484156793009,1.30634241355904,1.08070436698554,0.0660858034521714,-0.636580078491737,-0.579675876761103,-1.55763934756816,-0.207486020256297,2.09776864986271,4.72000630981783,36.577187023712,83.1297595559688,145.761273289473,256.079399619527,425.192260589157,1032.7983466626,879.756983281984,359.700649462858,895.474558122385,828.083588529276
-0.226943405739755,0.488723407774312,0.591552972867664,-0.917275231384643,-0.459602596439765,2.36215120084689,1.11077474943778,0.511108777966545,3.50291940059836,5.13637048772741,24.888210704567,66.6812473565629,126.913025186733,246.667876521396,445.615555905757,1147.25118345279,1001.12178026428,396.687171277675,1028.36394988274,914.437729818078
-0.268190060103823,0.0275292671200242,0.654664990377076,-0.99267634400304,0.356146976201405,-0.565456683301905,-1.52101638796336,2.80971028464159,2.96598670533896,4.15928485866497,22.3363660930524,53.6161206733548,109.945825394486,223.875100865666,430.293969607071,1181.11751134441,1055.35330079095,418.555274624589,1095.55020554857,941.615297909114
0.103030051238729,-0.138788087094873,-0.0326872981279332,-0.319392520303079,0.581389816954246,-1.07500218209658,-1.70731462336053,0.750963088322497,3.28533582674589,3.17518411185132,17.0730843615865,43.7241289976553,92.5698602180476,193.343567015805,397.128067107963,1151.57384694895,1045.2940269477,414.634847610226,1090.02084127837,919.028784839884
-0.531747953185404,0.1501417578317,-0.10720389044891,-0.206187824468918,0.5297300762508,-0.310098945777565,-1.4866707307967,-1.24423492995137,1.38125844422285,0.62548245254156,10.9142000090086,36.1551046503274,74.8709463262915,164.91307991188,350.994576957611,1067.96015657597,988.095042826873,391.230997939575,1031.42384917971,853.567321147178
1.40774600078058,0.400624342143827,0.108590820409986,-0.248921588287026,0.140931710927818,0.678973067250361,0.72723412151144,-3.41239272295586,1.38452912203705,-0.798126617887765,5.58597631834073,23.1447272398818,55.6092829820003,134.719416817741,300.172077295258,949.021770506261,894.542102983097,351.929790322582,935.38472788131,761.733294326998
-0.619662686609342,0.922151730989769,0.118169857923701,1.72719071452597,0.486223127872688,1.9510258587571,1.02830606806084,2.0643723885484,0.729112648049553,-0.77563790618476,3.82387663860213,13.6282012585015,39.4195548371358,104.839318937917,245.358593720595,810.982181085188,776.327310957647,305.504922237972,815.442003906846,649.857948020222
-0.677040662879957,1.21344452149328,0.108983450794299,-0.434904485144977,0.177157659691737,1.46414646746739,2.95571460825272,4.75671549646922,4.87690461956118,3.4645580887019,7.31395865588402,12.2675061775668,32.3526653586014,80.3536843644299,193.736799805109,673.251387544956,653.823267503831,258.100356114209,688.71749433222,540.256121628338
-1.17644380040487,0.0249389063173263,2.2743993013798,1.82831281425672,0.897622122743778,1.43342961921213,1.92580976527031,4.34522799388453,8.82364748921133,7.1299114212831,14.13999135451,17.9495257966464,35.8547580629305,71.3188342152634,161.115530911558,560.59895271872,546.616812182697,221.475879121174,575.399474775402,457.14151378757
-1.95890568637765,0.364794776355747,1.64968866660893,-0.340546428161045,0.255325685121587,-0.633442202045761,4.08526649022978,4.88238370142079,9.8309643463687,8.69323075973447,26.1815029917589,30.6150640047059,46.5338865701844,80.5427629627654,152.817612256387,493.010375401131,478.868609358876,199.801856087431,496.90095550541,407.447185772471
-1.80768183636163,0.0921712243256954,1.17268465533497,-0.326183475587501,-1.22364688249399,-0.889642283412151,1.02507916659426,5.20555004079737,11.3528347285372,8.06509542259381,31.4153700227035,46.027158980734,62.9153318805199,98.5842541422415,169.470815631255,488.542617221896,464.003000166203,195.038821609649,469.652300802116,406.819127531593
0.630653855118613,1.02369390023168,-0.907752615075264,-0.863955793752243,-0.820393406912443,-1.90469151848977,-2.17456867910046,1.51357756863666,9.09995865156464,5.6658416119763,31.3625180843656,53.5786728627748,78.4236388978538,120.062377755129,199.658989783406,533.465354903002,488.944898521876,206.135518664344,491.508451089193,442.085704028027
1.0168927613188,0.81926834845804,1.58028583264641,-0.253515960222132,-2.6802185758539,-3.06309463281478,-1.26597032549967,-2.72421454365927,5.07364046590942,4.56196998694034,24.5728540990964,51.513041391341,81.2267937365754,135.61350229433,230.008211469588,595.391640870831,536.621640730032,220.870245933692,535.179017650414,489.821884550978
2.08959507232796,-0.861522884728616,2.20041537930591,-1.95752834044432,-1.12532995740927,-1.06789933638827,-1.94315115443656,-3.07981698682523,1.59793514271748,1.48887783481695,12.3859784411296,42.6735436612364,73.9666549576785,139.025317833058,246.469759877402,643.508752564918,581.917228952841,232.135795053031,585.470043631421,524.591055231159
3.1038058781946,0.246585400630878,0.684405226060831,-1.40411288431304,-0.212578227695691,-1.95715229516234,-2.66415077706768,-5.84451669872744,-1.12806795009015,-1.65449999451143,2.96251051145516,26.8550109657483,58.7974556026447,123.650459306028,241.913706992477,656.687863275819,596.975233653195,233.22102283712,611.928423665121,531.10820655451
