"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.466613943455741,0.335190953686833,0.162817561533302,0.396120017394423,0.0303917308337986,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.120884870178998,0.426165657117963,0.617857880657539,0.263208259362727,0.476323871174827,0.862318998668343,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148878632113338,0.180430079577491,0.999273312045261,0.841741182375699,0.142649059882388,0.344848386477679,0.889625453855842,0.5,0,0,0,0,0,0,0,0,0,0,0,0
0.31984829553403,0.709015833679587,0.62815171899274,0.43817256600596,0.339896028162912,0.933092587161809,0.712954412214458,0.630851872963831,0.5,0,0,0,0,0,0,0,0,0,0,0
0.746449436759576,0.111450287513435,0.273288515163586,0.0985180891584605,0.757529482711107,0.663592103868723,0.724361093947664,0.458946531405672,0.674398580566049,0.5,0,0,0,0,0,0,0,0,0,0
0.700513614807278,0.815072218654677,0.691181487869471,0.716412343783304,0.890579891391098,0.340296882204711,0.66856284532696,0.384253970347345,0.235113366739824,0.888497028499842,0.5,0,0,0,0,0,0,0,0,0
0.801451658830047,0.596427736803889,0.977017741417512,0.328104967484251,0.805180028313771,0.0323153806384653,0.448289877735078,0.264731717994437,0.409267517738044,0.194596800254658,0.543487514136359,0.5,0,0,0,0,0,0,0,0
0.935103700961918,0.774037610273808,0.996883250074461,0.822625841479748,0.391705343965441,0.385249480139464,0.89913780009374,0.318853023461998,0.208688482409343,0.564177170628682,0.482084435177967,0.0651146327145398,0.5,0,0,0,0,0,0,0
0.261277352226898,0.330335641745478,0.330564124975353,0.0923532957676798,0.693993527442217,0.116489626001567,0.870597312226892,0.128670600242913,0.835377971641719,0.237691896036267,0.450418607098982,0.834298616042361,0.665796950925142,0.5,0,0,0,0,0,0
0.544119184371084,0.662291930289939,0.873512274818495,0.668388072634116,0.213545251870528,0.419074346544221,0.462775945896283,0.618808699538931,0.483726194594055,0.756271078716964,0.221611900720745,0.991179429227486,0.979729548329487,0.859029729384929,0.5,0,0,0,0,0
0,0,0,0,0,0.241514209425077,0.63133257185109,0.744045641506091,0.774403689429164,0.674836544552818,0.746778440661728,0.974092218326405,0.137662260327488,0.745418513426557,0.336231227731332,0.5,0,0,0,0
0,0,0,0,0,0.647708415752277,0.881675075972453,0.428489299956709,0.943497152067721,0.252760123228654,0.988721495028585,0.906122235348448,0.0194398856256157,0.553385610226542,0.341595733305439,0,0.5,0,0,0
0,0,0,0,0,0.630710412748158,0.618298300774768,0.92294119275175,0.756977517157793,0.252426425693557,0.838468697387725,0.43872602772899,0.388180961832404,0.653858517995104,0.0272860564291477,0,0,0.5,0,0
0,0,0,0,0,0.386276439065114,0.120253640925512,0.149294509086758,0.851822697091848,0.821163340238854,0.447125121252611,0.881591096753255,0.800910255406052,0.473443036200479,0.355098115513101,0,0,0,0.5,0
0,0,0,0,0,0.755284828133881,0.852584816049784,0.0989805653225631,0.822625134373084,0.815452266018838,0.0696229126770049,0.245110518066213,0.178098743548617,0.296303270384669,0.466169481165707,0,0,0,0,0.5
