"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.0829234303449575,-0.895624482517612,1.33263344333725,0.316112544887252,0.378847323546685,-1.6140037730682,-6.44893699484062,-10.5906587679187,-28.6129697386421,-44.4964983488389,-92.3357306209016,-38.9782462913962,-21.9821336745881,296.594997584412,1120.49051694802,2893.73318964536,2155.27774517502,3634.89099656045,2001.27295646423,2323.03871833151
-2.12144816768316,2.04929344901126,-1.10094843150645,-0.439744530511188,0.458008679390663,0.542149054374367,-3.89175266155414,-8.59246064765571,-26.8269152298829,-48.7207456129734,-128.614078834827,-85.2742048382975,-137.124868946161,-26.8811491576043,545.828299022363,2027.10147422725,1373.25606834512,2608.90583881045,1433.57305604158,1542.59390824647
-0.635717299293539,1.29199096533177,-1.15432773010988,1.09819617349627,0.220582466655287,-0.89347324533334,-1.10502407061665,-6.62107020685123,-24.0443866414524,-50.8202573815288,-146.547880542606,-122.516504837957,-236.785081707086,-351.196189367316,-71.4654993880419,1009.6673583089,482.790711332531,1384.72130591806,761.931343201618,638.262228476384
-0.246793935383343,2.01916298586042,0.387571183522657,1.09440817537404,-1.45016801407168,-0.0549339263069487,-0.802251604014949,-4.18295102240952,-18.8242973569504,-46.2893214648852,-147.616920177968,-146.443877377801,-309.560490096096,-636.653462659172,-678.172496345736,-86.6791242006922,-441.104870216992,61.4118226855251,28.4218055230138,-314.125489827093
-0.653225587200025,0.947659991481296,-0.542816977907451,1.48320600453331,-0.638344187714642,-0.637534522601543,2.30419179699873,-1.45845562150761,-11.778014334339,-37.9811869397743,-139.293423892243,-152.229214837868,-348.075808435921,-850.935462373581,-1208.37557314058,-1152.24687611998,-1301.53260244192,-1239.08079286011,-693.314718125424,-1222.81890656169
-2.27794101262385,1.7848342826461,1.36364437511683,1.17347498518683,-0.592863264875657,-1.10491499722138,3.50010628482763,0.486227263315937,-6.2415661147182,-28.3147548134979,-112.593069414638,-146.985264936257,-354.583552251423,-976.536137923897,-1607.91142217023,-2083.92550672678,-2022.12273038204,-2387.37051891611,-1331.70674805286,-1988.61009103531
-1.07316386432028,0.295172905821971,-0.31938415503912,-0.0046627013955588,-0.931521592682693,-0.857704948082726,0.84947079014336,-0.189658852421368,-1.43377693002286,-17.7444161827499,-86.6496950884368,-125.984815553753,-326.07517650737,-1010.01351691789,-1844.17874076291,-2793.67304238319,-2531.18757502384,-3282.34845243487,-1830.84376759206,-2549.86769832578
-0.689955613199138,1.72189480358166,-1.10903029562173,0.947289374342377,-0.670028891389156,-2.60198727995977,-1.13564601805752,-1.10445468082443,-3.08661202005105,-10.4802660279376,-62.9798709690912,-105.971664005191,-282.795505279428,-956.896253623694,-1914.76997510818,-3235.93352426918,-2804.21031472522,-3852.86456153249,-2148.65382087703,-2866.86868178625
-0.121328039675335,0.351632015651452,-1.18920006066601,0.86467802763138,-2.77653006524363,-1.85978255553111,-1.32747558275236,-0.458630631793809,-4.44899819900185,-10.0094488059707,-45.8238309816483,-83.0242754115375,-233.204183405635,-857.579981451459,-1846.61530712073,-3408.33876103282,-2853.71632098711,-4095.83253444247,-2288.7228018471,-2949.19085423049
-0.871380539483277,-0.238054304791181,-1.16631921656052,1.21697216027596,0.811014973013001,-4.04137863005255,-0.949902129625908,-3.62771719465933,-6.40313043388279,-9.42013721839888,-40.6500776071701,-67.1645084966048,-187.651783157291,-736.929426095259,-1691.27719609141,-3346.05979713291,-2729.15811215744,-4050.58170071285,-2266.21646476754,-2839.06833879235
-1.65502054265128,1.18322665609797,-0.0498657386128125,-0.303521592555276,0.0175023078564501,-2.36476169898991,-3.38035369963361,-5.95148604387667,-9.75308386134254,-12.9455245425837,-40.0485971963419,-55.3578631379982,-158.649577318639,-624.487171492404,-1496.43083512182,-3130.92580279022,-2501.48203206208,-3811.8325195423,-2132.39810789114,-2610.70210736181
-0.153435026289157,1.52707702671579,-0.149300153463707,-0.90883544117625,-0.482246931701309,-1.16275517396451,-1.7983756285791,-5.62724450512287,-13.653716932755,-19.2278825238118,-48.3973349490993,-54.7232304615575,-143.256831446297,-540.447241566789,-1310.28506756282,-2838.71441477741,-2243.29245515199,-3471.29842772777,-1943.21534124291,-2335.28327092373
-3.51648762404831,1.13021629290221,0.311822721746391,0.431575370823087,1.91309508180301,-1.23439436213696,-1.60320343507155,-3.08830065788607,-15.9454919581456,-23.510855324741,-62.1905246961503,-58.9041700270964,-142.82609434855,-498.207854363345,-1169.73523526677,-2547.94347778775,-2007.12044128908,-3123.61150840433,-1746.52620317501,-2083.11117700587
-2.59683127902096,1.09806715493198,0.254714549091087,0.491978764584001,1.26165145868387,-0.39261426367745,0.54205583648898,-2.26312529634121,-16.3679566670522,-25.8600713902337,-69.6440108443472,-68.7123897346431,-158.785054283011,-493.877182968719,-1095.64384734647,-2320.45294328556,-1846.55028719382,-2841.85353218504,-1583.79399556939,-1901.17468355872
-1.07714373425133,-0.355190908378561,-0.344941446799216,-1.25545934859127,1.47098000693406,-2.01303400629033,1.35071642874596,0.583953764223284,-10.6260310483865,-27.4446475643248,-74.6821266573553,-75.327836713364,-173.774947042791,-518.315361919495,-1083.96986093881,-2184.42415057227,-1766.07978527065,-2671.3421936871,-1483.99821623791,-1805.27689364509
-0.537223104798256,-0.917405266786945,-0.130344458899319,-1.89206303659905,-0.686545237838873,-0.0722123514613995,-1.09444316008121,0.303564975978966,-7.26116281399773,-22.7256126039989,-72.7114533616729,-78.7051312584464,-189.054131190642,-547.550395167901,-1112.37286971158,-2136.63011111779,-1755.63717147815,-2605.5532415814,-1444.47628242885,-1788.86385224999
0.585806086991963,-1.40285818627265,0.550408686692983,-2.39450047421459,0.409944401444454,-0.408903094920084,-3.37275829536147,-3.42084001684342,-4.53685591952142,-18.4596885919173,-69.3833648806948,-80.661151768938,-194.383764738875,-572.729268542776,-1148.40963145567,-2151.76167398754,-1784.70389363377,-2618.59189420222,-1452.03220614354,-1817.63682391829
-0.57524600001769,-1.2543450462029,-1.28656289147859,-0.641227326739214,0.698958498065964,-2.49288489642412,-1.57787281660906,-2.97358363181561,-8.07974840076987,-16.0255813691758,-65.3980736149264,-80.5632395240284,-194.648589620537,-583.804064765707,-1178.34830318743,-2195.94795166733,-1825.50575035023,-2668.38354249569,-1482.86037906937,-1864.80859558963
-1.26124133554188,1.44505037433325,-1.03600601633614,0.325878147708333,0.987610673353987,-4.12733164114991,-3.74921287738437,-3.35339952932471,-10.4167396952255,-18.3061615404309,-61.3591534167159,-75.6512388229975,-191.058973512827,-591.038008167205,-1197.18906880816,-2239.48363233758,-1856.54609407571,-2717.85627949231,-1511.72011014754,-1901.16592784137
