"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.732620154973119,0.475761432433501,0.514215854695067,0.498432256514207,0.780284523731098,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.504252158803865,0.89840029948391,0.127852681325749,0.644672081805766,0.569531054468825,0.435316557064652,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.952326479367912,0.654357529012486,0.0238356546033174,0.468122875085101,0.857343155890703,0.365060277050361,0.36557495011948,0.5,0,0,0,0,0,0,0,0,0,0,0,0
0.758707619039342,0.107579351169989,0.346164503134787,0.814655315130949,0.0396250281482935,0.715316921239719,0.336890769656748,0.918402276700363,0.5,0,0,0,0,0,0,0,0,0,0,0
0.777837318601087,0.199156004702672,0.856824816204607,0.259612958878279,0.423206828068942,0.143589275423437,0.479205775074661,0.545584957813844,0.661906097549945,0.5,0,0,0,0,0,0,0,0,0,0
0.114041356369853,0.0946430405601859,0.176701231161132,0.9924301286228,0.905312501825392,0.403394441353157,0.930466564605013,0.768460235791281,0.814684478100389,0.997833079891279,0.5,0,0,0,0,0,0,0,0,0
0.813245704164729,0.749057029373944,0.131075215991586,0.453886009287089,0.54079125658609,0.0965689956210554,0.736002516699955,0.179361725924537,0.131597951054573,0.520224108360708,0.358448968268931,0.5,0,0,0,0,0,0,0,0
0.351923391222954,0.590138809755445,0.765044879866764,0.600778343854472,0.152502930955961,0.74204021319747,0.965610639657825,0.217411768389866,0.101967972004786,0.767807918833569,0.722007568227127,0.332755285548046,0.5,0,0,0,0,0,0,0
0.26295774942264,0.185802643885836,0.102789584780112,0.99572537234053,0.611698633525521,0.43026438052766,0.0692019290290773,0.495865207631141,0.819083959329873,0.605527025880292,0.834342552348971,0.589609366608784,0.898513510124758,0.5,0,0,0,0,0,0
0.218289870070294,0.928166173631325,0.0856777441222221,0.270572375040501,0.348869357723743,0.359216732438654,0.193023968255147,0.0631134121213108,0.518390289042145,0.871448247460648,0.946627158904448,0.329700926318765,0.906466101529077,0.55156044405885,0.5,0,0,0,0,0
0,0,0,0,0,0.6642336032819,0.808186416281387,0.792308371979743,0.69340132153593,0.27019961248152,0.644641107646748,0.963004430290312,0.109721737913787,0.808705176459625,0.435575076378882,0.5,0,0,0,0
0,0,0,0,0,0.804224307416007,0.861718231579289,0.433777566300705,0.64027777290903,0.929922200972214,0.857057239627466,0.136325788451359,0.735122073674574,0.807355251396075,0.202823341591284,0,0.5,0,0,0
0,0,0,0,0,0.120165309403092,0.244347650557756,0.715740699786693,0.482137436047196,0.166191659169272,0.723934151465073,0.665517513174564,0.738621321273968,0.553356936667114,0.684180735843256,0,0,0.5,0,0
0,0,0,0,0,0.717263150494546,0.915133526315913,0.899218148319051,0.125549491494894,0.722228500060737,0.00712896347977221,0.669148651417345,0.183378895046189,0.435660822549835,0.34552458114922,0,0,0,0.5,0
0,0,0,0,0,0.608046332607046,0.956998015753925,0.134129273472354,0.340626722900197,0.720520925242454,0.463435015175492,0.917803243501112,0.22768184565939,0.96026377286762,0.20562517317012,0,0,0,0,0.5
