"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.81597765465267,0.647259329678491,0.120328583521768,0.543800154002383,0.184729989385232,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.635790845612064,0.0742989955469966,0.0419759317301214,0.370317112421617,0.757252902723849,0.00186207285150886,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.159799489425495,0.144741663709283,0.519396774005145,0.609476454323158,0.122510588727891,0.773217808688059,0.514508979162201,0.5,0,0,0,0,0,0,0,0,0,0,0,0
0.595448171719909,0.850909892003983,0.842836875235662,0.570326561806723,0.426557252649218,0.137205496430397,0.163092608796433,0.93508125981316,0.5,0,0,0,0,0,0,0,0,0,0,0
0.537011651322246,0.997654764913023,0.478951843688264,0.773609737167135,0.467988230520859,0.637632509926334,0.256522512063384,0.405364905018359,0.17088253586553,0.5,0,0,0,0,0,0,0,0,0,0
0.0679756663739681,0.846031822729856,0.549878273857757,0.804842539597303,0.765064378036186,0.642243026057258,0.441700250376016,0.649381435709074,0.524535178672522,0.867232889402658,0.5,0,0,0,0,0,0,0,0,0
0.100646124687046,0.887149953981861,0.6279542746488,0.363797884201631,0.852652488509193,0.195017624879256,0.285152012715116,0.742162668379024,0.369118812261149,0.628566523315385,0.576754152774811,0.5,0,0,0,0,0,0,0,0
0.302247770363465,0.426244155503809,0.405559715814888,0.141474303090945,0.54687855928205,0.537077268119901,0.797159597044811,0.820139239775017,0.0595077804755419,0.832793485373259,0.412733460078016,0.458632630761713,0.5,0,0,0,0,0,0,0
0.206908659078181,0.59378866199404,0.859187800204381,0.867046658182517,0.859854081412777,0.780411754036322,0.556510593742132,0.0688496800139546,0.562369511229917,0.743696144549176,0.433008340420201,0.480763005325571,0.393950337311253,0.5,0,0,0,0,0,0
0.40453913458623,0.790388042340055,0.739234230248258,0.130354437045753,0.398125553270802,0.0762454867362976,0.231681422330439,0.524064214667305,0.808389114914462,0.213894011685625,0.161496286746114,0.633175630820915,0.460216064238921,0.39763680822216,0.5,0,0,0,0,0
0,0,0,0,0,0.278544190572575,0.0959721903782338,0.990140245528892,0.643628040095791,0.74579349393025,0.954790350282565,0.203202431090176,0.840335325570777,0.811186795588583,0.574072511866689,0.5,0,0,0,0
0,0,0,0,0,0.207372489152476,0.892204509116709,0.0845862692221999,0.621481202542782,0.983833079459146,0.737519856309518,0.398933633696288,0.509247965645045,0.18181920889765,0.880574508104473,0,0.5,0,0,0
0,0,0,0,0,0.561861869413406,0.325077598216012,0.621247761882842,0.661268486641347,0.828648633090779,0.090376136591658,0.381160636432469,0.0981829527299851,0.0112210453953594,0.378632534295321,0,0,0.5,0,0
0,0,0,0,0,0.845301114022732,0.562185306102037,0.492422656854615,0.202163945417851,0.828920483822003,0.490207233699039,0.553607671987265,0.127695679198951,0.508898832835257,0.858152167638764,0,0,0,0.5,0
0,0,0,0,0,0.052005011588335,0.989679800346494,0.944568844046444,0.663842553505674,0.896308154100552,0.445539486594498,0.701674125855789,0.907976432004943,0.0184672169853002,0.668775934726,0,0,0,0,0.5
