"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.698673470877111,0.556530505884439,0.140139957657084,0.285723306238651,0.555369009962305,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0251311503816396,0.466230554971844,0.861010685097426,0.252501178765669,0.580806337296963,0.00593325681984425,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.69186593987979,0.231125046964735,0.848532462259755,0.153835240751505,0.356809314806014,0.54520450416021,0.00119761377573013,0.5,0,0,0,0,0,0,0,0,0,0,0,0
0.317824489902705,0.0172893537674099,0.341558025917038,0.343438799958676,0.232562693301588,0.0613688277080655,0.412376251770183,0.185512177180499,0.5,0,0,0,0,0,0,0,0,0,0,0
0.410672063706443,0.140080855693668,0.00543451681733131,0.60173881566152,0.91101012728177,0.175362783949822,0.731187413213775,0.0161572096403688,0.586115716258064,0.5,0,0,0,0,0,0,0,0,0,0
0.425818428397179,0.210490977624431,0.477200108347461,0.75482327491045,0.446829279884696,0.371201802045107,0.874778404599056,0.434597307350487,0.440136776538566,0.0819568333681673,0.5,0,0,0,0,0,0,0,0,0
0.034619303420186,0.928651981754228,0.294566297205165,0.519224287476391,0.236396424937993,0.971809808630496,0.632511501200497,0.958269165828824,0.8863539788872,0.523183763725683,0.715915634296834,0.5,0,0,0,0,0,0,0,0
0.740642732940614,0.0458963238634169,0.957792913774028,0.201136683113873,0.298414198216051,0.895572668174282,0.566075772047043,0.455507984617725,0.399468305287883,0.083005030406639,0.630350710358471,0.465094989864156,0.5,0,0,0,0,0,0,0
0.572378459153697,0.662231693277135,0.877908266149461,0.378936987137422,0.723574312636629,0.857857943512499,0.186255502980202,0.632698122179136,0.718115824507549,0.54180660401471,0.204712598351762,0.899988988647237,0.123584329150617,0.5,0,0,0,0,0,0
0.951546946307644,0.781715126009658,0.962135964771733,0.114251927705482,0.97755213920027,0.620469501707703,0.927427265560254,0.202236712910235,0.215529181761667,0.921925222733989,0.722115550888702,0.761701388284564,0.285277450690046,0.343658880796283,0.5,0,0,0,0,0
0,0,0,0,0,0.34139341651462,0.787959796842188,0.364499991061166,0.665122555103153,0.372811760054901,0.121020869351923,0.830846520140767,0.418317282339558,0.0820313354488462,0.176027595764026,0.5,0,0,0,0
0,0,0,0,0,0.180961137171835,0.673427552683279,0.606995479902253,0.25952630629763,0.590362953487784,0.408493215683848,0.866428900277242,0.108160905074328,0.321889936458319,0.168287327513099,0,0.5,0,0,0
0,0,0,0,0,0.0515799163840711,0.553281432949007,0.14192115701735,0.158884574659169,0.778809013543651,0.443749058060348,0.13152249972336,0.566444758325815,0.773881137603894,0.421214055735618,0,0,0.5,0,0
0,0,0,0,0,0.0608305823989213,0.385446432977915,0.462405115133151,0.0414238313678652,0.410725653171539,0.392531022662297,0.64235687837936,0.0359358880668879,0.0930447664577514,0.875491647049785,0,0,0,0.5,0
0,0,0,0,0,0.00419797515496612,0.157853372162208,0.508237889036536,0.558911502128467,0.336441316874698,0.69829278648831,0.284729856764898,0.502168753184378,0.641522181918845,0.911013242322952,0,0,0,0,0.5
